Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2024-08-24,Printer,Office,East,9,9459,604.06,2024,8,August,6.386087324241463
2022-06-10,Printer,Office,North,3,168,45.31,2022,6,June,26.9702380952381
2022-10-03,Smartphone,Electronics,South,9,4536,479.78,2022,10,October,10.57716049382716
2022-02-25,Mouse,Accessories,East,4,4404,793.7,2022,2,February,18.022252497729337
2023-08-18,Monitor,Accessories,North,4,1952,148.67,2023,8,August,7.616290983606556
2022-12-23,Mouse,Accessories,North,3,2004,467.76,2022,12,December,23.34131736526946
2022-06-30,Keyboard,Accessories,South,4,468,131.48,2022,6,June,28.094017094017094
2024-11-10,Smartphone,Electronics,West,9,8667,1597.49,2024,11,November,18.43186800507673
2024-02-24,Printer,Office,West,7,6097,567.32,2024,2,February,9.30490405117271
2022-04-11,Headphones,Accessories,South,9,4752,1415.65,2022,4,April,29.79061447811448
2023-05-10,Keyboard,Accessories,East,1,1172,124.9,2023,5,May,10.656996587030717
2022-05-20,Keyboard,Accessories,North,2,1608,170.29,2022,5,May,10.590174129353233
2023-05-21,Printer,Office,South,7,7595,969.07,2023,5,May,12.759315339038842
2024-07-17,Smartwatch,Electronics,West,1,1142,306.84,2024,7,July,26.868651488616464
2024-11-18,Keyboard,Accessories,North,2,116,13.67,2024,11,November,11.78448275862069
2022-06-06,Smartphone,Electronics,East,9,3951,908.13,2022,6,June,22.984813971146544
2023-12-21,Keyboard,Accessories,East,2,1606,138.96,2023,12,December,8.65255292652553
2022-11-16,Headphones,Accessories,South,3,2025,403.0,2022,11,November,19.901234567901234
2023-07-24,Smartwatch,Electronics,West,2,2006,235.52,2023,7,July,11.740777666999005
2024-06-05,Camera,Electronics,South,9,9423,652.06,2024,6,June,6.919876896954261
2022-08-24,Laptop,Electronics,North,4,2276,399.94,2022,8,August,17.57205623901582
2022-08-22,Monitor,Accessories,West,5,4880,664.06,2022,8,August,13.6077868852459
2024-11-18,Laptop,Electronics,East,3,1773,183.15,2024,11,November,10.329949238578681
2023-01-21,Smartwatch,Electronics,South,9,2718,195.97,2023,1,January,7.210080941869021
2022-11-07,Headphones,Accessories,East,4,3168,939.45,2022,11,November,29.654356060606062
2022-01-31,Camera,Electronics,West,2,1716,368.06,2022,1,January,21.44871794871795
2024-02-07,Smartphone,Electronics,West,2,214,14.08,2024,2,February,6.579439252336448
2024-06-04,Camera,Electronics,East,2,2092,366.12,2024,6,June,17.50095602294455
2024-03-21,Headphones,Accessories,West,3,225,46.96,2024,3,March,20.871111111111112
2023-03-26,Smartwatch,Electronics,East,1,859,217.67,2023,3,March,25.339930151338763
2022-04-10,Printer,Office,West,2,2070,183.41,2022,4,April,8.860386473429951
2024-06-10,Keyboard,Accessories,South,6,3240,758.19,2024,6,June,23.40092592592593
2022-10-08,Tablet,Electronics,East,2,1748,506.52,2022,10,October,28.97711670480549
2023-07-06,Mouse,Accessories,West,8,2080,108.48,2023,7,July,5.2153846153846155
2022-06-18,Smartwatch,Electronics,North,3,2193,521.14,2022,6,June,23.76379388964888
2023-06-08,Headphones,Accessories,West,5,2080,614.77,2023,6,June,29.556250000000002
2022-05-13,Mouse,Accessories,South,5,5070,986.39,2022,5,May,19.455424063116368
2024-03-08,Laptop,Electronics,South,7,469,47.4,2024,3,March,10.106609808102345
2023-10-08,Printer,Office,South,1,802,153.55,2023,10,October,19.14588528678304
2024-12-31,Smartphone,Electronics,West,6,930,213.6,2024,12,December,22.967741935483872
2022-03-11,Smartwatch,Electronics,South,1,495,55.17,2022,3,March,11.145454545454546
2024-08-01,Monitor,Accessories,East,6,4938,847.89,2024,8,August,17.17071688942892
2022-08-21,Tablet,Electronics,South,2,1300,267.46,2022,8,August,20.57384615384615
2024-12-11,Mouse,Accessories,South,7,2100,131.67,2024,12,December,6.27
2024-03-13,Camera,Electronics,South,2,2248,636.52,2024,3,March,28.31494661921708
2023-12-05,Headphones,Accessories,North,8,7096,991.23,2023,12,December,13.968855693348365
2022-05-13,Headphones,Accessories,East,3,1992,252.21,2022,5,May,12.661144578313255
2022-01-29,Camera,Electronics,South,4,4056,1189.26,2022,1,January,29.321005917159766
2022-12-22,Camera,Electronics,East,2,1986,208.88,2022,12,December,10.517623363544812
2024-04-07,Printer,Office,East,3,1635,196.73,2024,4,April,12.032415902140672
2022-03-05,Smartwatch,Electronics,East,9,3132,443.27,2022,3,March,14.152937420178798
2023-05-21,Smartphone,Electronics,South,8,7064,1554.52,2023,5,May,22.006228765571915
2024-03-16,Camera,Electronics,East,1,907,249.2,2024,3,March,27.475192943770672
2023-01-14,Mouse,Accessories,South,9,7938,1191.41,2023,1,January,15.008944318468128
2023-11-11,Printer,Office,South,4,4360,1207.46,2023,11,November,27.69403669724771
2024-08-19,Keyboard,Accessories,West,3,375,95.04,2024,8,August,25.344
2022-09-24,Monitor,Accessories,North,7,826,101.01,2022,9,September,12.228813559322035
2023-11-04,Headphones,Accessories,East,1,1011,186.42,2023,11,November,18.439169139465875
2023-09-09,Mouse,Accessories,East,3,807,148.58,2023,9,September,18.411400247831473
2024-12-17,Headphones,Accessories,North,2,1840,367.7,2024,12,December,19.983695652173914
2022-02-07,Keyboard,Accessories,West,5,4550,1039.34,2022,2,February,22.84263736263736
2024-01-07,Smartphone,Electronics,North,9,8793,901.7,2024,1,January,10.254748095075628
2024-07-09,Headphones,Accessories,North,5,310,32.01,2024,7,July,10.325806451612902
2023-11-28,Headphones,Accessories,East,3,1143,275.04,2023,11,November,24.062992125984252
2022-03-10,Monitor,Accessories,West,3,2610,740.21,2022,3,March,28.360536398467435
2022-07-31,Tablet,Electronics,West,6,1494,269.25,2022,7,July,18.022088353413654
2023-07-05,Smartphone,Electronics,North,4,1524,189.32,2023,7,July,12.42257217847769
2023-11-21,Tablet,Electronics,North,9,9441,2171.42,2023,11,November,22.999894079017054
2022-06-18,Smartphone,Electronics,South,4,3520,417.26,2022,6,June,11.853977272727272
2023-03-29,Tablet,Electronics,West,2,390,103.99,2023,3,March,26.664102564102564
2024-01-27,Printer,Office,South,3,3219,255.09,2024,1,January,7.924510717614167
2024-09-29,Laptop,Electronics,North,1,450,75.89,2024,9,September,16.864444444444445
2023-08-12,Smartwatch,Electronics,South,4,828,216.98,2023,8,August,26.205314009661834
2022-01-17,Printer,Office,East,1,1146,152.79,2022,1,January,13.332460732984291
2024-07-09,Monitor,Accessories,West,3,1986,361.33,2024,7,July,18.19385699899295
2023-03-21,Smartwatch,Electronics,North,8,7264,1776.83,2023,3,March,24.460765418502202
2023-06-08,Laptop,Electronics,East,7,7469,915.63,2023,6,June,12.259070826081135
2024-03-19,Laptop,Electronics,South,5,1385,165.55,2024,3,March,11.953068592057763
2023-03-13,Tablet,Electronics,North,4,4556,315.07,2023,3,March,6.915496049165935
2024-02-08,Monitor,Accessories,North,3,456,61.42,2024,2,February,13.469298245614036
2024-11-15,Monitor,Accessories,North,2,1984,125.13,2024,11,November,6.30695564516129
2024-09-17,Smartwatch,Electronics,North,6,5178,1321.58,2024,9,September,25.522981846272693
2023-05-11,Smartwatch,Electronics,West,1,281,30.51,2023,5,May,10.857651245551601
2024-11-26,Monitor,Accessories,South,9,3033,177.92,2024,11,November,5.86613913616881
2022-03-27,Camera,Electronics,East,3,1107,65.88,2022,3,March,5.951219512195122
2022-04-10,Mouse,Accessories,South,3,1446,356.7,2022,4,April,24.668049792531118
2024-07-27,Printer,Office,North,3,1335,263.04,2024,7,July,19.703370786516857
2023-01-23,Mouse,Accessories,South,2,266,20.11,2023,1,January,7.560150375939849
2024-04-22,Smartphone,Electronics,West,6,648,162.3,2024,4,April,25.0462962962963
2023-03-15,Tablet,Electronics,South,2,344,80.87,2023,3,March,23.50872093023256
2024-05-25,Smartphone,Electronics,West,6,5724,1640.19,2024,5,May,28.65461215932914
2022-03-16,Headphones,Accessories,East,5,4920,323.38,2022,3,March,6.572764227642276
2023-01-07,Camera,Electronics,West,5,5440,457.04,2023,1,January,8.401470588235295
2024-04-25,Smartphone,Electronics,West,7,7994,908.65,2024,4,April,11.366649987490618
2023-10-23,Camera,Electronics,South,9,3780,724.36,2023,10,October,19.16296296296296
2023-05-27,Smartphone,Electronics,North,1,1017,209.97,2023,5,May,20.646017699115042
2023-01-31,Smartphone,Electronics,West,6,1578,82.85,2023,1,January,5.250316856780735
2023-10-09,Smartphone,Electronics,South,2,912,161.37,2023,10,October,17.69407894736842
2024-04-29,Laptop,Electronics,West,6,2520,182.59,2024,4,April,7.24563492063492
2024-12-06,Mouse,Accessories,East,8,2632,262.55,2024,12,December,9.975303951367781
2023-07-10,Monitor,Accessories,West,6,6582,729.68,2023,7,July,11.085992099665756
2024-01-16,Camera,Electronics,East,8,3432,172.69,2024,1,January,5.031759906759907
2023-09-10,Keyboard,Accessories,South,2,1030,254.65,2023,9,September,24.723300970873787
2022-10-13,Mouse,Accessories,West,8,1192,289.91,2022,10,October,24.321308724832218
2024-07-24,Printer,Office,West,9,7083,994.47,2024,7,July,14.040237187632359
2022-02-22,Printer,Office,South,7,3675,227.14,2022,2,February,6.180680272108844
2023-10-30,Monitor,Accessories,North,4,4740,833.27,2023,10,October,17.5795358649789
2024-04-14,Headphones,Accessories,East,4,1716,364.96,2024,4,April,21.268065268065268
2023-02-07,Printer,Office,South,7,3528,260.06,2023,2,February,7.371315192743764
2022-06-22,Camera,Electronics,South,3,777,71.72,2022,6,June,9.23037323037323
2022-04-29,Camera,Electronics,East,4,3368,558.93,2022,4,April,16.595308788598572
2022-10-11,Tablet,Electronics,North,4,4240,251.46,2022,10,October,5.930660377358491
2022-04-15,Laptop,Electronics,South,3,3285,292.87,2022,4,April,8.91537290715373
2023-01-14,Smartphone,Electronics,South,6,4872,612.73,2023,1,January,12.576559934318555
2022-08-24,Smartphone,Electronics,East,9,2466,638.41,2022,8,August,25.88848337388483
2024-10-26,Tablet,Electronics,West,5,2465,497.19,2024,10,October,20.16997971602434
2023-05-15,Tablet,Electronics,North,3,612,40.15,2023,5,May,6.56045751633987
2022-10-25,Tablet,Electronics,South,5,4170,658.98,2022,10,October,15.802877697841728
2023-03-13,Camera,Electronics,South,8,1088,160.33,2023,3,March,14.736213235294118
2024-07-30,Keyboard,Accessories,West,2,1626,354.49,2024,7,July,21.801353013530136
2023-11-06,Smartphone,Electronics,North,6,6486,359.49,2023,11,November,5.542553191489362
2022-12-14,Monitor,Accessories,West,8,6968,1226.22,2022,12,December,17.597876004592422
2024-01-03,Smartphone,Electronics,North,1,357,82.86,2024,1,January,23.210084033613445
2024-02-17,Laptop,Electronics,South,1,454,58.4,2024,2,February,12.863436123348018
2024-04-04,Tablet,Electronics,East,3,3582,501.47,2024,4,April,13.999720826353993
2024-06-25,Tablet,Electronics,West,9,3762,484.75,2024,6,June,12.885433280170123
2024-10-31,Smartwatch,Electronics,South,9,6642,394.48,2024,10,October,5.939174947305029
2024-09-25,Monitor,Accessories,West,4,408,45.2,2024,9,September,11.078431372549021
2024-03-08,Tablet,Electronics,West,1,105,25.26,2024,3,March,24.057142857142857
2024-05-04,Tablet,Electronics,West,3,2682,584.69,2024,5,May,21.80052199850858
2022-07-11,Keyboard,Accessories,East,7,497,76.31,2022,7,July,15.354124748490946
2022-08-19,Printer,Office,South,7,4823,420.58,2022,8,August,8.720298569355172
2024-10-01,Smartwatch,Electronics,North,8,4048,666.1,2024,10,October,16.4550395256917
2023-10-19,Printer,Office,South,7,2758,459.02,2023,10,October,16.643219724437998
2022-12-23,Smartphone,Electronics,North,8,4096,266.35,2022,12,December,6.502685546875001
2024-10-11,Printer,Office,North,8,7264,1318.0,2024,10,October,18.144273127753305
2022-04-09,Mouse,Accessories,East,6,4302,957.38,2022,4,April,22.25430032543003
2022-03-03,Printer,Office,North,7,3297,583.86,2022,3,March,17.708826205641493
2023-01-27,Printer,Office,North,5,5960,1139.78,2023,1,January,19.123825503355704
2024-01-22,Keyboard,Accessories,West,1,386,114.9,2024,1,January,29.76683937823834
2022-01-20,Printer,Office,West,1,684,170.36,2022,1,January,24.906432748538013
2022-06-15,Laptop,Electronics,South,3,1275,168.64,2022,6,June,13.226666666666665
2023-05-18,Mouse,Accessories,North,9,5949,368.51,2023,5,May,6.194486468314002
2023-02-06,Camera,Electronics,East,7,5159,755.22,2023,2,February,14.638883504555148
2022-07-01,Monitor,Accessories,North,4,1100,127.13,2022,7,July,11.557272727272727
2024-01-26,Mouse,Accessories,South,2,290,50.23,2024,1,January,17.320689655172412
2023-08-05,Smartwatch,Electronics,East,8,7144,492.1,2023,8,August,6.888297872340426
2022-08-09,Keyboard,Accessories,West,5,4200,330.48,2022,8,August,7.868571428571429
2022-02-08,Monitor,Accessories,North,6,5022,291.89,2022,2,February,5.812226204699323
2024-12-13,Smartphone,Electronics,West,2,2354,371.34,2024,12,December,15.774851316907391
2024-10-10,Smartphone,Electronics,South,2,2032,149.7,2024,10,October,7.3671259842519685
2024-10-15,Printer,Office,South,8,9528,1942.35,2024,10,October,20.385705289672543
2024-05-25,Keyboard,Accessories,South,2,2372,275.88,2024,5,May,11.630691399662732
2022-02-14,Laptop,Electronics,West,3,2703,609.75,2022,2,February,22.55826859045505
2023-05-04,Laptop,Electronics,South,4,1264,267.82,2023,5,May,21.188291139240505
2024-05-21,Smartphone,Electronics,South,4,1624,333.74,2024,5,May,20.55049261083744
2023-05-14,Mouse,Accessories,West,8,2976,507.77,2023,5,May,17.062163978494624
2024-07-02,Headphones,Accessories,West,6,4998,863.82,2024,7,July,17.283313325330134
2024-04-18,Printer,Office,South,1,445,29.57,2024,4,April,6.644943820224719
2022-10-20,Printer,Office,West,1,98,28.57,2022,10,October,29.153061224489797
2022-08-22,Tablet,Electronics,North,7,4102,354.03,2022,8,August,8.63066796684544
2022-01-11,Printer,Office,North,1,1016,171.31,2022,1,January,16.861220472440948
2023-08-18,Headphones,Accessories,South,4,1960,234.88,2023,8,August,11.983673469387755
2024-09-15,Mouse,Accessories,West,7,2751,675.95,2024,9,September,24.571065067248274
2022-07-15,Smartphone,Electronics,East,7,4032,742.98,2022,7,July,18.427083333333332
2024-07-28,Smartphone,Electronics,West,7,5978,1791.25,2024,7,July,29.96403479424557
2023-12-16,Headphones,Accessories,West,7,8050,2129.97,2023,12,December,26.45925465838509
2024-05-24,Monitor,Accessories,East,7,4648,1240.98,2024,5,May,26.699225473321857
2022-06-14,Smartphone,Electronics,North,3,1119,108.68,2022,6,June,9.71224307417337
2023-06-14,Printer,Office,South,9,2178,382.67,2023,6,June,17.569788797061527
2024-12-11,Laptop,Electronics,East,1,918,180.31,2024,12,December,19.64161220043573
2023-02-05,Smartphone,Electronics,East,9,6903,837.35,2023,2,February,12.130233231928148
2023-08-21,Keyboard,Accessories,North,5,4855,534.23,2023,8,August,11.003707518022656
2023-12-18,Camera,Electronics,South,2,2158,483.94,2023,12,December,22.425393883225208
2023-04-13,Mouse,Accessories,North,7,4550,1077.8,2023,4,April,23.687912087912085
2023-09-24,Tablet,Electronics,West,4,3592,249.54,2023,9,September,6.947104677060133
2022-12-19,Tablet,Electronics,South,8,3488,943.25,2022,12,December,27.042717889908257
2022-05-21,Monitor,Accessories,North,2,1214,163.8,2022,5,May,13.492586490939045
2024-09-21,Mouse,Accessories,West,9,7200,1469.23,2024,9,September,20.40597222222222
2023-03-24,Laptop,Electronics,East,8,1808,339.31,2023,3,March,18.767146017699115
2022-12-29,Camera,Electronics,West,9,7083,560.88,2022,12,December,7.918678526048284
2024-06-05,Monitor,Accessories,East,4,1060,260.21,2024,6,June,24.548113207547168
2022-11-17,Smartwatch,Electronics,South,9,7182,461.61,2022,11,November,6.427318295739348
2024-05-07,Smartphone,Electronics,West,6,5532,552.74,2024,5,May,9.991684743311643
2024-08-23,Headphones,Accessories,South,8,1800,326.03,2024,8,August,18.11277777777778
2023-12-17,Headphones,Accessories,South,1,351,32.61,2023,12,December,9.29059829059829
2022-11-10,Smartwatch,Electronics,West,2,1200,191.43,2022,11,November,15.9525
2023-12-01,Tablet,Electronics,South,9,1593,322.46,2023,12,December,20.242310106716886
2024-12-15,Monitor,Accessories,East,3,2580,448.02,2024,12,December,17.365116279069767
2022-03-12,Keyboard,Accessories,East,6,6780,1794.97,2022,3,March,26.47448377581121
2022-03-25,Smartphone,Electronics,South,2,1298,204.08,2022,3,March,15.722650231124808
2024-12-24,Smartwatch,Electronics,South,7,4585,383.97,2024,12,December,8.374482006543076
2023-04-16,Tablet,Electronics,North,1,516,70.53,2023,4,April,13.668604651162791
2024-05-14,Tablet,Electronics,West,4,1780,420.28,2024,5,May,23.611235955056177
2022-11-07,Keyboard,Accessories,North,5,365,94.05,2022,11,November,25.767123287671232
2023-02-26,Tablet,Electronics,South,8,3896,735.66,2023,2,February,18.882443531827516
2024-04-28,Laptop,Electronics,South,1,636,169.24,2024,4,April,26.610062893081764
2024-07-27,Monitor,Accessories,East,7,637,87.86,2024,7,July,13.792778649921509
2023-09-26,Keyboard,Accessories,South,3,1302,180.82,2023,9,September,13.887864823348695
2024-08-24,Smartphone,Electronics,West,1,719,40.42,2024,8,August,5.621696801112656
2023-08-08,Camera,Electronics,West,6,5106,1341.93,2023,8,August,26.281433607520565
2023-07-11,Mouse,Accessories,West,3,1215,129.8,2023,7,July,10.683127572016462
2024-05-23,Camera,Electronics,East,9,1791,187.28,2024,5,May,10.456728084868788
2023-09-30,Printer,Office,East,9,6255,452.46,2023,9,September,7.23357314148681
2023-05-02,Printer,Office,East,5,4165,1012.37,2023,5,May,24.306602641056426
2023-12-31,Monitor,Accessories,South,5,5990,1192.11,2023,12,December,19.9016694490818
2023-12-01,Tablet,Electronics,South,1,847,142.74,2023,12,December,16.85242030696576
2024-02-04,Camera,Electronics,East,8,688,131.26,2024,2,February,19.078488372093023
2023-06-24,Tablet,Electronics,East,2,1188,286.38,2023,6,June,24.106060606060606
2023-08-20,Camera,Electronics,North,7,3101,926.09,2023,8,August,29.86423734279265
2024-12-30,Headphones,Accessories,West,9,8703,1562.88,2024,12,December,17.957945536022063
2024-10-29,Printer,Office,West,9,9324,2416.93,2024,10,October,25.92160017160017
2024-09-20,Laptop,Electronics,North,1,749,68.17,2024,9,September,9.101468624833112
